gender,height,weight,age,BMI,BMI_Index
female,168.6,78.2,57,27.51006474363575,3
female,162.5,81.2,57,30.750295857988167,4
female,167.8,61.6,36,21.87745499850125,2
male,169.6,70.9,35,24.648729530081884,2
female,163.7,59.2,53,22.09145639045754,2
female,168.7,67.6,39,23.752894005521497,2
male,194.6,83.0,44,21.917570920506293,2
male,200.4,87.8,43,21.8624626993518,2
male,179.1,81.6,52,25.438938597697216,3
male,183.7,79.4,32,23.528930657515083,2
male,195.2,83.0,47,21.78303883364687,2
male,193.1,98.5,34,26.416281440403395,3
female,166.7,62.2,59,22.38304588632364,2
female,171.2,65.4,41,22.313630011354707,2
female,154.6,76.7,40,32.09049267901642,4
female,164.4,68.7,38,25.418686841778108,3
female,154.0,58.9,51,24.835554056333276,2
female,164.5,82.6,30,30.52447778568195,4
male,185.1,79.8,50,23.29110288625799,2
female,160.8,68.2,60,26.376203559317837,3
male,193.0,98.0,38,26.309431125667803,3
female,164.0,68.4,35,25.431290898274842,3
male,190.2,87.7,32,24.24256496841556,2
female,165.6,55.8,37,20.347616047048938,2
male,189.3,74.6,31,20.817932667661797,2
female,165.4,64.4,33,23.540455222691243,2
female,173.9,80.0,49,26.453967946388385,3
male,183.6,80.4,19,23.851225312201862,2
male,177.4,78.9,52,25.070891201864843,3
male,192.4,75.0,46,20.260545208570154,2
male,187.4,87.9,26,25.029357528568774,3
male,190.7,78.0,48,21.44831684333572,2
male,191.8,107.8,53,29.30363897916777,3
male,184.5,86.4,21,25.381717231806466,3
female,162.7,77.2,50,29.16367128311466,3
male,191.1,93.0,25,25.46604923819546,3
female,166.5,78.7,42,28.38874910946983,3
male,188.2,95.5,38,26.96274680089127,3
male,192.9,75.9,55,20.39751779139225,2
male,195.6,104.3,31,27.261302855039915,3
female,163.7,72.4,19,27.017254099140644,3
male,186.6,87.5,24,25.129553618713164,3
female,165.0,69.7,45,25.601469237832877,3
female,162.3,60.4,35,22.92978058401847,2
male,185.8,83.7,21,24.24566156184932,2
male,181.6,85.3,19,25.865289448659983,3
female,164.1,62.3,30,23.13507355133777,2
male,203.9,74.4,54,17.895279422521256,1
male,191.8,74.3,32,20.197220557997824,2
male,185.0,77.6,23,22.67348429510591,2
female,171.5,85.5,55,29.069520352914175,3
male,177.4,95.7,36,30.409179822794236,4
female,169.9,67.3,25,23.31461812699434,2
male,201.7,77.3,33,19.000616721181803,2
female,167.6,69.3,30,24.670912104624602,2
male,194.8,70.7,25,18.631229207864433,2
female,164.4,64.9,39,24.012704163484706,2
male,175.6,83.8,30,27.17659206832675,3
male,190.4,76.9,51,21.212529129298776,2
female,165.4,67.7,42,24.746720785344674,2
male,191.5,106.9,55,29.150106688299736,3
male,180.9,76.6,24,23.407316956156503,2
male,188.1,88.5,23,25.012994038428438,3
female,167.1,73.9,43,26.466196864812172,3
male,195.0,94.2,25,24.773175542406314,2
female,167.8,72.1,54,25.60656664597305,3
female,153.0,73.6,47,31.440898799606988,4
male,186.9,88.7,43,25.392474037125687,3
female,163.2,64.0,30,24.02921953094964,2
female,169.3,72.2,28,25.189716594755026,3
male,188.5,91.7,19,25.807541036663878,3
female,170.8,82.9,59,28.417037333611216,3
male,189.6,91.6,46,25.481137282130714,3
male,189.5,81.5,21,22.69546995634951,2
male,192.0,80.1,59,21.728515625,2
female,173.8,62.0,22,20.525424379701807,2
male,186.5,67.2,38,19.320199239554658,2
female,175.0,69.0,22,22.53061224489796,2
female,171.2,85.2,30,29.06913267534283,3
male,194.3,76.1,57,20.157610796003123,2
female,166.3,82.0,60,29.65031789118261,3
male,199.8,74.4,36,18.637255874493107,2
male,190.6,76.5,19,21.057928296240185,2
female,176.1,91.7,20,29.5699522849963,3
male,178.2,87.6,46,27.58599840530256,3
male,195.5,87.7,54,22.94595142627272,2
male,184.6,86.6,59,25.412915865054487,3
female,163.3,71.0,32,26.62477701749248,3
male,200.5,94.4,56,23.48244102959559,2
female,172.4,79.4,38,26.714434138489786,3
male,183.7,90.7,25,26.877506431191662,3
female,163.7,82.5,46,30.786235679269378,4
female,170.5,72.5,30,24.93958600287235,2
male,198.7,88.1,26,22.314141061337548,2
female,170.6,82.4,32,28.311909280946228,3
female,163.2,64.1,44,24.066765186466746,2
male,196.1,110.7,54,28.786736569635174,3
male,184.4,73.9,54,21.733146371417412,2
male,180.2,84.3,47,25.960795810796,3
male,187.3,74.3,33,21.179380803841585,2
male,200.2,87.0,47,21.706565163108625,2
female,166.0,53.3,34,19.342429960807085,2
male,186.5,86.8,34,24.955257351091433,2
male,194.6,73.7,29,19.461746708931493,2
female,172.8,74.4,19,24.91640946502057,2
male,189.5,107.0,44,29.796506568458867,3
female,156.3,61.0,53,24.96961688830271,2
male,196.8,77.3,18,19.95856467711018,2
female,166.8,77.8,56,27.963240918056915,3
female,161.0,67.9,49,26.19497704563867,3
female,172.9,73.9,45,24.720340692457217,2
male,194.2,86.1,47,22.82993633072809,2
female,161.9,71.9,25,27.43059277930658,3
male,190.2,90.4,47,24.988915315219693,2
female,168.6,76.0,27,26.73612430327771,3
female,164.4,58.2,55,21.53373470438844,2
male,169.1,93.1,59,32.55835586947422,4
female,173.2,70.2,22,23.40137288054233,2
male,194.9,86.9,34,22.876843343115006,2
female,169.9,67.8,51,23.487832228977954,2
male,192.4,83.2,52,22.475698151373823,2
female,174.2,71.1,57,23.430054531721854,2
male,196.0,91.2,53,23.740108288213246,2
female,165.9,70.4,56,25.578783561707546,3
female,172.6,74.6,52,25.041321537282027,3
male,186.6,76.8,21,22.056568204767668,2
female,158.1,78.9,44,31.565542909334884,4
male,194.1,89.7,23,23.809011910079978,2
male,197.7,95.7,25,24.4849149130018,2
male,202.4,58.3,50,14.231397147276164,1
female,163.7,70.7,36,26.382871060901152,3
male,186.8,78.6,18,22.52520759873262,2
male,189.2,95.4,19,26.650545973029875,3
female,156.0,67.9,28,27.90105193951348,3
female,181.3,67.6,55,20.566059491282086,2
male,180.3,90.0,29,27.685416153332902,3
female,170.0,83.0,19,28.719723183391007,3
female,164.6,71.9,26,26.53806348170535,3
male,190.5,80.1,31,22.072044144088288,2
male,192.7,95.0,28,25.583512799431457,3
female,166.1,74.0,44,26.82208008130715,3
male,187.4,85.2,19,24.26053767274243,2
female,171.2,72.7,39,24.804295134946287,2
female,158.3,59.5,48,23.744068472306626,2
male,189.1,88.4,55,24.721180598571376,2
female,160.9,69.6,58,26.884202093491357,3
female,161.7,58.8,49,22.488334176645864,2
male,192.1,106.4,21,28.832805228709994,3
male,187.0,93.2,18,26.652177643055275,3
female,174.3,71.1,48,23.403177499770408,2
female,164.3,83.3,27,30.858149200077495,4
female,164.7,74.6,52,27.501199030158794,3
male,191.8,88.4,41,24.0300712964604,2
male,194.4,87.8,23,23.2328235871903,2
female,160.2,68.7,19,26.768973240378372,3
female,174.0,79.8,41,26.357510899722552,3
male,191.9,98.4,36,26.720534975523826,3
male,199.7,75.9,48,19.032053337893675,2
male,190.2,83.5,20,23.081575540053585,2
female,159.3,74.7,36,29.43669514578257,3
male,198.3,74.3,34,18.894847250545418,2
male,186.4,87.2,41,25.097165171581718,3
male,195.7,66.2,41,17.285276782452783,1
male,193.5,90.5,20,24.17055598955725,2
female,165.7,76.9,24,28.00795003294304,3
male,189.1,86.1,33,24.077982460825737,2
female,165.5,64.2,43,23.438997453473405,2
male,190.3,96.9,26,26.757541056533523,3
male,192.0,76.9,49,20.860460069444446,2
female,162.2,61.6,58,23.414183217504082,2
female,169.8,64.4,42,22.33626201961429,2
female,162.3,82.1,41,31.16779778059464,4
male,192.2,82.3,37,22.278865342531464,2
female,159.4,69.3,23,27.27448760958991,3
female,170.8,73.7,55,25.263397484766543,3
female,163.1,71.6,21,26.915664127096065,3
male,191.4,83.6,52,22.820355757335538,2
male,200.2,83.2,48,20.75846231690388,2
female,166.7,75.8,52,27.277088073687008,3
male,187.5,90.6,27,25.770666666666664,3
female,165.5,72.2,21,26.35974479970062,3
female,176.6,61.4,60,19.687336874061327,2
female,157.4,73.4,57,29.626926759330868,3
female,162.7,63.4,49,23.950476157376546,2
female,170.9,70.7,47,24.206683304338956,2
male,192.7,88.3,42,23.779201896734712,2
male,196.5,110.0,37,28.488368328703974,3
male,189.2,66.1,27,18.465420218210426,1
male,197.7,77.9,20,19.930771909329575,2
male,190.7,91.9,44,25.270516896186578,3
male,189.8,89.6,40,24.87227973320038,2
female,156.3,67.1,44,27.466578577132978,3
female,164.2,68.3,51,25.332286908363145,3
male,197.6,79.7,27,20.411947417594124,2
male,207.1,78.9,51,18.395720628457507,1
female,170.4,81.4,23,28.03401000683286,3
female,156.3,69.6,33,28.489923531571616,3
female,167.7,67.1,19,23.85922841886565,2
female,161.4,58.5,32,22.456848302262266,2
female,173.5,79.5,34,26.409985964504312,3
female,172.2,70.2,31,23.673955007344997,2
male,192.4,93.0,37,25.12307605862699,3
female,164.9,78.5,32,28.86877432010359,3
female,160.8,80.6,39,31.171876933739256,4
male,195.5,87.5,51,22.893623144798894,2
female,160.8,50.6,46,19.56944135046162,2
male,190.8,79.9,56,21.94775171516598,2
female,156.2,86.8,37,35.57604502582953,5
female,174.1,58.8,47,19.39901968967507,2
male,187.3,88.5,25,25.22712249178978,3
female,172.3,69.3,43,23.343323018032294,2
male,182.5,64.6,33,19.39575905423156,2
male,189.9,80.5,59,22.322660328694933,2
male,177.6,91.1,30,28.882345183020856,3
male,194.3,93.0,51,24.634136715220638,2
male,187.8,74.3,39,21.06675467636588,2
male,199.7,86.5,42,21.690021261235874,2
female,167.9,67.9,32,24.086205202407484,2
female,176.0,70.7,37,22.824121900826448,2
male,177.7,114.9,34,36.38690970631109,5
female,170.1,77.7,35,26.854210667653746,3
female,166.8,71.0,52,25.51915302290541,3
male,189.3,66.3,40,18.501728362814706,2
female,161.7,78.3,29,29.94620010257434,3
female,163.7,49.8,48,18.58369135548624,2
male,190.5,77.2,26,21.272931434751758,2
female,161.7,71.1,38,27.192526529923825,3
female,167.7,57.4,27,20.410129824782242,2
female,169.4,77.7,52,27.076604837686734,3
male,192.5,93.0,39,25.09698094113678,3
male,183.6,80.6,55,23.91055671845112,2
female,162.8,63.5,45,23.95879238631081,2
female,169.5,64.5,53,22.45020492338215,2
male,200.7,91.9,48,22.815015408203834,2
female,158.9,84.1,25,33.307972803901585,4
female,160.9,68.3,49,26.382054640595687,3
male,186.6,88.2,52,25.33059004766287,3
female,161.7,60.8,21,23.25324350238212,2
male,194.3,93.0,28,24.634136715220638,2
male,184.9,90.7,47,26.529768769811408,3
female,167.0,76.7,34,27.501882462619673,3
male,200.0,99.6,27,24.9,2
female,165.9,74.0,28,26.88678953929486,3
male,182.8,77.4,53,23.162667764748694,2
female,165.4,61.2,27,22.370743161936396,2
male,189.6,99.8,23,27.76219978991971,3
female,166.8,75.4,21,27.100621660944622,3
male,189.2,78.7,46,21.9853036486106,2
female,162.5,68.4,51,25.90295857988166,3
male,192.4,79.5,56,21.47617792108436,2
female,160.1,68.8,19,26.841437717915998,3
female,163.3,72.4,36,27.149772620654307,3
female,166.6,73.6,48,26.517209524866367,3
male,191.0,84.3,37,23.107919190811657,2
female,165.4,74.1,19,27.08614490685436,3
female,159.2,74.6,28,29.434231458801552,3
female,166.3,69.8,30,25.238929131762756,3
female,170.0,70.1,60,24.2560553633218,2
female,168.3,66.4,30,23.442279917062343,2
male,167.8,82.0,51,29.12258619930361,3
female,172.1,91.1,58,30.757896862120553,4
female,164.9,84.0,31,30.891427297945242,4
male,185.3,88.3,19,25.716381801189357,3
female,160.3,73.1,55,28.447907833448582,3
male,186.2,78.9,40,22.757138357632616,2
male,190.6,71.3,30,19.626539706168955,2
female,162.0,72.2,55,27.511050144794996,3
female,152.1,59.3,57,25.632812766783335,3
female,165.9,62.4,39,22.672103611513503,2
male,189.6,76.8,30,21.36409763392619,2
male,178.5,77.6,49,24.354839975205767,2
female,161.5,70.4,60,26.99153638969031,3
male,174.3,71.8,56,23.63358853000725,2
male,186.3,79.4,54,22.876774570707525,2
male,185.4,101.8,18,29.616130725251907,3
female,157.3,69.5,29,28.088423164421542,3
male,193.6,96.2,46,25.66636500239055,3
male,189.4,89.6,49,24.97744781776275,2
male,193.4,87.3,57,23.3400243185408,2
male,185.2,85.0,46,24.782034715840446,2
female,170.3,62.2,24,21.446730218408398,2
male,189.7,90.9,39,25.259760090635027,3
female,169.6,66.4,28,23.084282662869352,2
male,177.4,76.4,59,24.276503014226538,2
female,172.7,76.3,26,25.58231621553387,3
female,167.3,72.5,36,25.90276495045069,3
male,181.6,86.8,47,26.320130412001014,3
male,194.0,69.9,39,18.572643213944097,2
male,195.6,79.0,52,20.648541951564273,2
male,190.1,82.9,40,22.939835370016226,2
female,169.0,64.6,41,22.61825566331711,2
female,164.5,63.9,39,23.613972524274537,2
male,194.8,84.8,42,22.34693404281335,2
male,184.4,68.7,21,20.203885733645144,2
female,166.4,70.4,24,25.42529585798816,3
female,164.7,75.4,50,27.796118054610904,3
female,162.7,79.7,20,30.108090689951275,4
male,194.4,100.2,42,26.51399685007367,3
male,197.5,76.9,52,19.714789296587085,2
male,190.0,70.4,54,19.50138504155125,2
male,188.4,109.2,22,30.765277834124436,4
male,179.9,86.0,19,26.572726927225638,3
female,169.6,73.2,55,25.448335706657176,3
male,193.4,77.5,24,20.719952860102083,2
female,162.9,63.7,58,24.004754222594542,2
male,191.7,69.5,55,18.91213584954539,2
male,187.8,94.1,20,26.680775438035383,3
male,185.3,82.8,45,24.114568665214932,2
male,184.6,72.3,25,21.2165567787926,2
male,189.3,91.8,29,25.617777733128055,3
male,177.1,94.8,38,30.22534139810059,4
female,160.2,70.6,37,27.509308744842983,3
male,193.4,102.4,48,27.377073198380042,3
male,201.9,86.9,40,21.31803341264427,2
female,156.2,76.3,32,31.272491192059825,4
male,193.1,99.7,33,26.73810415845907,3
male,202.7,92.5,43,22.513044788303155,2
female,164.1,71.8,39,26.662893755795373,3
male,176.9,87.7,37,28.024890704524022,3
female,160.1,63.3,38,24.695683249187248,2
female,170.3,79.3,23,27.34285701478755,3
female,166.3,81.2,29,29.36104649712229,3
male,191.8,66.9,58,18.185653503769238,1
female,161.6,73.7,27,28.221804234878938,3
male,183.4,91.6,44,27.233083082309314,3
male,198.5,85.3,23,21.648509920118773,2
female,162.9,62.1,23,23.401809061587457,2
female,170.8,65.8,50,22.555380658041226,2
male,194.2,72.4,56,19.197298377987384,2
female,164.7,75.1,37,27.68552342044136,3
female,176.1,64.9,33,20.92791606648048,2
male,204.4,78.9,41,18.884923081636483,2
female,165.1,61.3,51,22.48880237405445,2
male,189.3,80.2,42,22.380672921534533,2
male,195.8,83.9,44,21.884497845981127,2
female,166.6,61.3,45,22.085664998292234,2
male,194.1,87.6,28,23.25161029345603,2
male,185.9,94.8,41,27.431500100842594,3
female,175.9,78.4,40,25.33870315612293,3
female,170.5,72.3,24,24.870787144933388,2
female,173.1,82.1,30,27.399902748700846,3
female,170.3,61.3,24,21.13640775544107,2
male,201.3,105.6,55,26.060117433404187,3
male,185.0,87.3,37,25.507669831994153,3
female,171.6,67.7,35,22.99080096282894,2
female,158.7,64.2,46,25.4906655326894,3
male,196.7,82.2,52,21.245311234763538,2
female,156.0,90.4,33,37.14661406969099,5
female,171.9,55.9,24,18.91733934897956,2
male,194.2,95.2,36,25.24285643072374,3
male,183.3,89.5,40,26.637784760151295,3
female,151.6,77.1,54,33.547176641766626,4
male,200.5,77.0,28,19.15410973812352,2
female,161.2,78.1,27,30.05529250226281,4
female,167.3,68.2,57,24.366463029251545,2
female,167.6,68.3,47,24.314910486953252,2
male,172.5,87.0,37,29.237555135475738,3
female,171.2,75.2,29,25.657262643025593,3
female,169.5,74.3,50,25.861243810965792,3
male,189.4,83.2,42,23.19334440220827,2
male,187.6,89.8,41,25.515886907224466,3
female,165.4,85.3,36,31.180137119496315,4
male,201.8,87.4,36,21.461946544528377,2
female,176.7,71.5,46,22.89986609183199,2
female,176.2,68.9,29,22.192560564109776,2
male,191.1,80.5,45,22.043193157792842,2
male,182.2,73.8,38,22.231031628311612,2
female,155.0,68.1,26,28.345473465140472,3
female,160.8,69.9,34,27.033674909036904,3
male,205.2,106.4,35,25.26893365099993,3
male,192.8,101.3,20,27.25181212444689,3
female,160.8,52.0,52,20.11088834434791,2
male,181.3,77.6,42,23.608375984075295,2
male,207.0,95.6,56,22.310905738757032,2
male,207.5,99.7,41,23.155755552329797,2
female,154.3,68.7,34,28.8552528950807,3
male,185.3,84.7,23,24.6679222940061,2
female,160.0,66.3,33,25.898437499999993,3
male,186.8,84.2,56,24.130056995079986,2
male,192.4,82.9,18,22.394655970539546,2
female,158.3,76.2,30,30.408370043525466,4
female,163.0,61.5,24,23.147276901652305,2
female,168.4,63.5,26,22.391828075896655,2
male,196.4,67.7,27,17.551155005993838,1
male,181.3,83.8,51,25.494612209607084,3
male,207.2,71.0,44,16.537842310043082,1
male,190.2,87.5,37,24.18727975754118,2
female,160.9,67.8,48,26.188921004866582,3
male,192.6,86.7,26,23.372573376940576,2
male,182.8,89.4,32,26.75377904610508,3
female,171.2,68.3,53,23.303072320726702,2
male,187.4,91.0,55,25.912076622295316,3
female,166.7,60.1,21,21.627348195627825,2
female,169.5,67.0,28,23.320367904908586,2
female,154.2,72.8,26,30.61699983682149,4
female,162.8,68.9,18,25.99623299869,3
female,167.9,68.3,58,24.228097427458483,2
female,156.1,94.2,43,38.65850870903973,5
male,193.1,112.0,22,30.036787018529747,4
male,191.1,73.5,48,20.126393752767378,2
male,182.4,80.2,32,24.105974915358573,2
female,169.0,55.2,49,19.327054374846824,2
female,167.5,70.2,25,25.021162842503898,3
female,177.1,77.6,18,24.741418697179384,2
female,156.7,61.0,26,24.84230228683574,2
female,161.5,76.1,49,29.176930671241934,3
female,176.3,63.5,46,20.430034531584347,2
female,172.3,67.2,24,22.63594959324344,2
male,190.2,86.0,20,23.772640675983332,2
male,193.4,89.2,44,23.847997356401365,2
male,187.7,97.2,23,27.58911183780101,3
male,183.1,89.2,32,26.60652557850551,3
male,186.2,83.9,47,24.1992890773812,2
female,158.4,64.6,55,25.746735027038053,3
male,194.2,88.5,50,23.466310862595073,2
female,161.0,71.1,23,27.429497318776278,3
female,162.8,67.2,59,25.354816509607662,3
male,200.7,89.3,45,22.169541631693168,2
female,163.8,69.0,51,25.71705868409165,3
male,196.7,61.5,39,15.89521460995082,1
male,201.7,79.4,23,19.516804238833576,2
male,180.2,105.4,40,32.45869369463699,4
male,194.6,81.0,29,21.389436681457948,2
male,193.4,88.9,57,23.767791087265486,2
male,185.5,88.6,39,25.748141905391563,3
female,173.3,58.7,36,19.545238570114297,2
male,177.3,74.5,23,23.69947915225213,2
female,174.4,61.9,44,20.351559212187528,2
male,188.9,91.5,20,25.642311888420352,3
male,181.7,99.9,31,30.259074011756518,4
male,193.4,90.1,50,24.088616163809,2
female,165.3,69.6,21,25.47202852867195,3
male,194.8,70.2,23,18.499466625064823,1
female,170.7,78.2,39,26.837354989911976,3
female,165.1,82.9,43,30.413078577636444,4
female,165.7,79.9,43,29.100587875580608,3
male,193.2,84.4,47,22.611439030558664,2
male,184.4,96.2,35,28.291321798786942,3
female,162.7,70.5,52,26.632627272792533,3
male,184.6,93.2,55,27.349696981790743,3
male,194.8,79.5,54,20.950250665137514,2
male,202.6,67.1,36,16.347209865041723,1
male,198.0,78.7,46,20.07448219569432,2
female,169.4,64.5,55,22.476718301554623,2
female,152.3,73.9,51,31.85991638819777,4
female,165.4,65.2,24,23.83288323787995,2
male,177.2,81.6,49,25.98739356633665,3
female,168.0,55.5,20,19.664115646258505,2
male,196.8,86.9,27,22.437248000528783,2
male,183.4,87.1,30,25.8952132802308,3
male,199.8,88.6,19,22.194366538710877,2
male,189.7,68.3,35,18.97955571166526,2
female,172.5,59.9,47,20.13022474270111,2
female,157.5,78.2,59,31.524313429075338,4
male,198.9,87.7,25,22.16817938581757,2
female,170.7,64.8,41,22.238626641256978,2
male,188.3,100.2,29,28.259669700303668,3
male,180.7,82.5,28,25.266066998259554,3
female,174.0,66.7,20,22.03065134099617,2
female,156.3,72.7,53,29.758871275075528,3
male,191.0,100.8,34,27.6308215235328,3
male,175.5,84.8,34,27.532244056460584,3
male,196.8,80.8,57,20.862251305439877,2
female,156.8,67.9,24,27.617073615160347,3
female,167.9,80.6,41,28.591283347776773,3
female,166.1,66.1,41,23.95864180235679,2
male,193.5,75.2,21,20.08426309850503,2
female,167.6,65.4,45,23.28250579570634,2
male,192.0,114.3,33,31.005859375,4
male,187.8,85.2,48,24.157301459305152,2
male,198.2,83.3,25,21.20497189132057,2
female,159.6,77.6,45,30.464632759844473,4
male,191.7,89.2,29,24.272841982438113,2
male,180.9,76.6,25,23.407316956156503,2
female,166.9,59.4,42,21.32425030361927,2
female,164.5,72.6,31,26.82902042664055,3
male,187.8,72.3,51,20.499681872156835,2
female,150.5,63.2,22,27.90256178187879,3
female,166.4,64.4,34,23.258367233727807,2
female,172.4,49.8,39,16.755400756886537,1
female,165.8,60.4,42,21.97191378279235,2
male,188.0,98.6,39,27.897238569488458,3
male,189.6,94.6,21,26.315672345955953,3
male,184.9,69.0,28,20.182514279128853,2
female,161.4,77.3,47,29.67374997888672,3
female,161.4,68.5,47,26.295625789828463,3
male,192.0,86.3,29,23.41037326388889,2
female,163.1,53.3,18,20.036381256623187,2
male,199.2,93.3,41,23.51272560119998,2
female,166.7,55.4,48,19.936024792641955,2
female,169.4,66.5,30,23.173670807029186,2
male,201.9,103.5,58,25.39029295982372,3
female,169.4,54.9,30,19.131346275276726,2
female,156.1,69.3,44,28.439858317796745,3
male,185.0,101.6,28,29.685902118334546,3
female,162.2,69.1,30,26.264936044310584,3
female,170.3,86.3,46,29.75647617120007,3
female,168.7,86.1,25,30.253316181588772,4
male,195.4,88.0,51,23.048016351519966,2
female,155.6,71.6,28,29.5728947072779,3
female,163.8,79.6,53,29.6677952355608,3
male,191.3,75.4,20,20.603519157583857,2
male,195.8,81.4,59,21.232397195028174,2
female,162.3,60.5,35,22.967743796905918,2
male,190.3,81.1,35,22.39459834556108,2
male,192.7,74.9,33,20.170580091341225,2
male,179.7,101.0,28,31.277009323335843,4
male,180.0,94.4,40,29.135802469135804,3
female,158.1,72.8,37,29.125114370083388,3
female,168.1,63.9,57,22.61337742293138,2
male,191.5,77.5,43,21.133145634642,2
female,167.4,65.7,26,23.445228093164268,2
male,180.6,81.2,22,24.89548189926773,2
female,169.7,76.2,56,26.46008815167951,3
female,159.9,78.1,53,30.54598304678385,4
female,165.8,78.3,53,28.483457768090084,3
female,173.0,73.0,25,24.3910588392529,2
female,161.5,57.3,58,21.96896356717691,2
male,195.9,86.7,55,22.591768310081008,2
female,153.7,61.8,48,26.16018073383117,3
male,197.2,94.9,24,24.403515340528045,2
male,203.3,83.5,34,20.202807149809743,2
female,162.7,63.3,48,23.91269938110308,2
male,194.8,84.9,32,22.37328655937327,2
female,163.0,64.3,26,24.201136663028343,2
male,176.4,88.8,33,28.537492094343403,3
female,168.0,63.6,24,22.53401360544218,2
female,163.1,67.8,22,25.48717915945689,3
female,158.5,76.9,20,30.610315556926633,4
male,203.4,79.2,47,19.143585593581673,2
male,203.3,75.5,30,18.26720886000761,1
female,169.1,75.5,25,26.403392783515617,3
male,186.1,85.8,30,24.773909204488984,2
male,197.4,84.8,36,21.76213778102157,2
female,170.0,78.0,22,26.989619377162633,3
female,157.8,74.7,52,29.99898798594746,3
female,160.1,65.9,29,25.71003990713175,3
male,180.1,86.4,49,26.637061710117862,3
female,159.2,63.9,47,25.212431504254948,3
male,188.0,91.5,30,25.888411045722048,3
female,160.5,68.0,49,26.397259343368173,3
male,180.6,86.2,53,26.428454922621654,3
female,159.0,72.1,24,28.51944147778964,3
female,169.1,62.4,37,21.82214185021688,2
