gender,height,weight,age,BMI,BMI_Index
female,163.16790347057275,64.01172491997846,30,24.043077899017906,2
female,169.30179286338833,72.23589908263254,28,25.201707587422206,3
male,188.49555278797885,91.66627883456891,19,25.79926806945043,3
female,170.84505401395083,82.93155537625104,59,28.412862507999087,3
male,189.57717389562166,91.58631952790509,46,25.48346725391401,3
male,189.4703407697192,81.54092719333173,21,22.713976547549517,2
male,192.01130233082105,80.14321255424953,59,21.737678471550918,2
female,173.79560211560855,62.026165513180416,22,20.535125849860883,2
male,201.15230638647577,102.15907631132694,61,25.24799668599459,3
male,186.4791766061406,67.19374327092511,38,19.32271507138067,2
male,194.43562717341842,83.92621381589954,62,22.199640446970104,2
female,175.01255760565158,68.99924172540396,22,22.527131536641757,2
female,171.2373561108279,85.15876036442154,30,29.042386675469622,3
male,194.2623374937824,76.07226692723849,57,20.1580787720958,2
female,166.27000037368492,82.04961057845817,60,29.678963427870944,3
male,199.811190150625,74.4119985175218,36,18.63817372623864,2
male,190.6499143079878,76.49115910961102,19,21.04447099957821,2
female,162.8930472726964,66.80891246126538,69,25.178468286611075,3
female,168.51023973262872,75.83446116682876,61,26.706317779553356,3
female,176.12943511127799,91.69988757356248,20,29.560033287753548,3
male,178.18858957022502,87.5699744558583,46,27.580074980665728,3
male,195.48801945517525,87.69306189562339,54,22.946948494268998,2
male,184.564506016549,86.57145783702535,59,25.414312258554023,3
female,163.28147643010465,71.04694019996228,32,26.648424710963333,3
male,200.523938799003,94.4438522283539,56,23.487740480117854,2
female,172.3952627172478,79.39791885626808,38,26.71520209359922,3
male,183.72567138985556,90.7122421023624,25,26.873622682163486,3
female,163.67459723615534,82.51459471771847,46,30.801240594147252,4
female,170.52429622873606,72.48546905606668,30,24.927482608626818,2
male,198.66471418381423,88.1149085879779,26,22.325845831731172,2
male,202.47259236139743,87.39872752284725,63,21.319284383886675,2
female,170.56996372175536,82.42421021431433,32,28.330202595527144,3
female,163.1946560350609,64.11017342261975,44,24.072161319088814,2
male,196.10624445704474,110.7199531749497,54,28.790091680757442,3
male,182.82928651065998,89.17465089821295,62,26.677792418832563,3
male,184.35536149617366,73.93129708465943,54,21.752880839505934,2
male,180.18704256045405,84.30366546699892,47,25.965658650724293,3
male,187.2815714318919,74.34317302180433,33,21.19585811322832,2
male,200.17282464324725,86.9540322128332,47,21.700987195186094,2
female,165.99698509732406,53.25370956809839,34,19.326333290533718,2
male,186.4707411829463,86.8299444964526,34,24.97170117561404,2
male,194.5958752604368,73.69821270515317,29,19.46209977131191,2
female,172.80026641488757,74.43068262642562,19,24.9266081531336,2
male,189.4551396209104,106.96646054978955,44,29.801274825221526,3
male,197.76789889369357,71.00318495267314,64,18.153745007408745,1
female,156.32631740457825,60.99097574663944,53,24.957517641797214,2
female,163.23042293898718,63.32190496526466,65,23.76576288667828,2
male,196.82583813392426,77.28259185403218,18,19.94883139921322,2
female,166.7752777018348,77.77247690836776,56,27.961636505146533,3
female,161.0458932261762,67.92904675714001,49,26.191249107354775,3
female,172.9300712057994,73.93965228262898,45,24.72500358688826,2
male,194.19950110997343,86.11129375296512,47,22.833048251462852,2
female,161.91685919484854,71.87992160141886,25,27.417222269255152,3
male,190.2385842778146,90.3741200282038,47,24.971628819529236,2
female,168.61992765510237,75.96321815682573,27,26.71686881095336,3
female,157.50155209280064,73.06762543707983,68,29.454748444500694,3
female,150.45954255345913,72.8610848250062,61,32.18519605543726,4
female,164.4499318900945,58.22430063161876,55,21.529645788870617,2
male,169.06204820369493,93.05574702806173,59,32.55749237318234,4
female,173.24931654686338,70.18693840468477,22,23.383700428146042,2
male,194.8678173218521,86.88073356991774,34,22.87932659314433,2
female,169.9205144901535,67.81122237848814,51,23.486048012854308,2
male,192.38035906198223,83.20380278594367,52,22.48131516362377,2
female,174.17959894862017,71.11581116215224,57,23.440754992683722,2
male,190.86154741159328,106.48296863786959,65,29.230972827423617,3
male,195.97783183586557,91.1516398427858,53,23.732887954775247,2
female,165.88875880168212,70.38686242924615,56,25.577476307420937,3
female,172.5511012050577,74.58108885184495,52,25.049164744979652,3
male,186.64813780794117,76.77834393310593,21,22.038976293573867,2
female,158.06757197529413,78.87531185719334,44,31.56861472023236,4
male,194.10685661032693,89.73145453267787,23,23.815678251752093,2
male,197.7495646850088,95.72541799572758,25,24.47914242446448,2
female,175.6764509953112,67.32911739264988,66,21.81603505942852,2
male,202.4057611766882,58.254328718458595,50,14.219438995226273,1
male,191.62434956150346,101.74859672914064,63,27.709394827323628,3
female,163.6808978810736,70.73083472255722,36,26.400538533392403,3
female,161.61290118209948,66.22877802253586,61,25.356814231556353,3
male,186.78447370321828,78.55659732978016,18,22.516512114926805,2
male,189.15336295974552,95.3718140564905,19,26.655811546850003,3
female,176.2456779218295,62.718532789478395,68,20.191051612842386,2
female,164.1555491959603,77.85829986877857,62,28.8930759566902,3
female,156.04793434145878,67.91926967259995,28,27.891826759467698,3
female,181.3257085406124,67.61832683024025,55,20.565802172535022,2
male,180.25085169483103,90.01900233700673,29,27.70636456913523,3
female,167.04276754187757,60.902944392436275,62,21.826441510147085,2
female,169.97699429072006,83.00363073417817,19,28.72875455932004,3
female,164.55152278950746,71.88574249530012,26,26.54843661785304,3
male,190.45132090367085,80.0843806098107,31,22.079022535638842,2
male,192.66810869417944,94.95973678846445,28,25.58113642216533,3
female,166.10955171989463,73.97245227781042,44,26.809011680915287,3
male,187.36589492552503,85.23385214658508,19,24.27901331658805,2
female,171.1849342345904,72.72549219846947,39,24.817360452953682,2
female,158.2550194777659,59.51915826731512,48,23.765217497338842,2
male,189.10715615735725,88.36277889247563,55,24.708901499732747,2
female,163.93663523177247,72.3071594439228,69,26.904768945313144,3
female,160.89779827927924,69.57155164755899,58,26.873948895566578,3
female,161.66669316969035,58.75730784670162,49,22.48126675464898,2
female,161.74670457928505,74.93971856405717,63,28.64449535778156,3
male,192.05490552516642,106.4300705458491,21,28.854499192803377,3
male,186.99488442837918,93.24102896855706,18,26.665369493178087,3
female,174.31194978532346,71.11194005483145,48,23.403898478911714,2
female,164.29604271172423,83.30014451453299,27,30.85968927435438,4
female,166.7307573722772,74.04480348886995,62,26.635640153605404,3
female,164.70985615004875,74.58435284791744,52,27.492140201223872,3
male,191.75140144376186,88.3899351380942,41,24.03951612101558,2
male,194.40740189346528,87.7879981238546,23,23.227878898010488,2
female,160.18144440582748,68.70894483548634,19,26.778661659088947,3
female,173.95940617697093,79.7578144051779,41,26.355873326392874,3
male,191.88506326806512,98.42721861351185,36,26.732087470716053,3
male,199.69172433315734,75.94202786628853,48,19.044170263408294,2
male,190.2012137605437,83.48032617683961,20,23.075842665006796,2
female,159.2843037035092,74.7220761229812,36,29.451198124928496,3
male,198.2897965163732,74.34197288651242,34,18.90746686658049,2
male,186.3722315279716,87.1833875044216,41,25.09986172459303,3
male,195.67977588144115,66.24992612528064,41,17.301888692805026,1
male,193.4875522394775,90.4806692470717,20,24.168502567293,2
female,165.71503057761066,76.93816116520016,24,28.01676580196672,3
male,189.0748145104894,86.07229288419153,33,24.07664704994057,2
female,165.54256106408252,64.20443051149122,43,23.428563368976587,2
male,190.3285443144226,96.90474985193482,26,26.75082700259721,3
male,180.511867478214,80.64098530909567,63,24.748239322827096,2
male,191.96112811173725,76.85131851090657,49,20.85569831107251,2
male,190.1232927635356,80.44828216046236,64,22.25594914816812,2
female,158.36229825357856,76.63625517159888,65,30.558405042334325,4
male,199.99113755002452,64.27864883903513,67,16.071086470200928,1
female,162.0662066408516,57.253364742568365,61,21.79797152283635,2
female,162.18039829243958,61.570525797194904,58,23.408637540845017,2
female,169.78896153154486,64.35923154651546,42,22.32502458231662,2
female,162.29181496046928,82.10653519724964,41,31.173422919830504,4
male,192.16183108819274,82.2715545365987,37,22.28001334437643,2
female,159.39649318466772,69.27338631831273,23,27.265212891042946,3
female,170.7739251507903,73.69557936493908,55,25.269597027456115,3
female,163.0508954452214,71.63545687897064,21,26.945215336140663,3
male,191.37091678568376,83.55121438052113,52,22.81397134498633,2
male,200.23537157102345,83.16459677983535,48,20.74229899198684,2
female,166.7066720299873,75.77166370229519,52,27.264708547102796,3
male,187.454714514503,90.55941451645842,27,25.77156968049105,3
female,165.49192931198,72.23513537637767,21,26.37514482518201,3
female,176.58545392312243,61.39704574721672,60,19.689633053333807,2
female,157.39324076832747,73.42239927402584,57,29.63851340625226,3
female,162.73768156619892,63.38887641333277,49,23.935185890519676,2
female,170.8524823915733,70.68538737412257,47,24.215143994702657,2
male,192.68941450404128,88.25259498229582,42,23.76904703449904,2
female,167.9405700152637,76.52246247812481,68,27.13174278904903,3
female,165.16584707304955,61.26995311087278,63,22.459860262859113,2
male,196.52813582311163,109.98430483721495,37,28.476148224490395,3
male,189.1982210832317,66.07237822409948,27,18.458051009086226,1
male,197.67582982761178,77.94462052721539,20,19.947065134988144,2
male,190.68369263723835,91.85619374218483,44,25.26279153894972,3
male,189.83513494388032,89.61272084317831,40,24.86660369725018,2
male,182.36720645790007,70.04458463501797,63,21.061101114820904,2
male,190.4855886186065,67.24017753038108,63,18.531245214240176,2
female,156.26281291167714,67.05498011555747,44,27.46121588655988,3
female,164.19811679038656,68.28662943313267,51,25.327908769136705,3
female,166.99211996282511,59.348056588220615,68,21.282103252828524,2
male,197.56039241397517,79.67006280574046,27,20.41246247060633,2
female,165.0474422686437,62.002175422418134,69,22.760894750970213,2
male,207.07826684437492,78.88240360495415,51,18.395478642531522,1
female,170.35888695052185,81.43061281975376,23,28.058090734555165,3
female,156.32281751873091,69.64830177996744,33,28.501373108319047,3
female,167.65161532788522,67.09054982337686,19,23.86963986421699,2
female,161.36432596921068,58.499482265902905,32,22.466579975631216,2
female,172.01212052544355,83.77931138508212,64,28.31513827857521,3
female,157.48779973055795,58.37262910609457,69,23.535066155286973,2
female,173.52577020442735,79.46568722356086,34,26.3907469296838,3
female,172.18536940112568,70.21416586204029,31,23.68275638046167,2
male,192.37081122545183,92.98566673110591,37,25.126827404459767,3
female,161.22292805587495,66.6927890826175,65,25.658145953623407,3
male,192.28721335221624,80.23123539356165,66,21.69914731341119,2
female,170.34547635642238,78.60832851011627,68,27.089896865118842,3
female,164.86787694975234,78.54801589422102,32,28.89769003872071,3
female,162.18096579749633,70.33676289816187,65,26.741305915006546,3
female,173.5238227666793,71.38088331393307,61,23.70629609374318,2
female,160.83529557812918,80.58691247496593,39,31.153137641619857,4
male,195.48011614464002,87.46906063416611,51,22.890184104750578,2
female,160.7535099934687,50.626113773959446,46,19.590867262713243,2
male,209.70258111130786,84.39150479997072,65,19.19071602333884,2
male,190.83706257889907,79.87411203021492,56,21.93211916000851,2
female,156.21169272589506,86.8099288917582,37,35.5747882322829,5
female,174.06638276569578,58.813080812455155,47,19.410830659874616,2
male,187.3044240370858,88.51165467627084,25,25.22925283630265,3
male,174.48226812452154,96.28847487549389,66,31.627998663184155,4
female,172.26514865678422,69.33242499447823,43,23.363695852585547,2
male,182.50403306920893,64.55370996198732,33,19.38100413900701,2
male,189.86088455242182,80.51091612686994,59,22.334887468381964,2
male,177.5679177216612,91.13460165671837,30,28.903756898782305,3
male,194.25527556801578,92.97850701382139,51,24.639785566796533,2
male,187.76876179327706,74.29333593809821,39,21.071874680555023,2
male,199.7472571004503,86.51407390624777,42,21.683286816727744,2
female,167.93853735817547,67.92538283893605,32,24.08415214055091,2
female,175.95535067497713,70.65105644180986,37,22.81989828514835,2
male,185.7104791666093,79.33294891944948,69,23.002803887163644,2
male,177.73719835273798,114.92810570060641,34,36.38057745662382,5
female,170.0764062703696,77.74779538533815,35,26.878185186852246,3
female,166.79967220350107,70.97245708690046,52,25.509353682103708,3
male,189.29103496908928,66.33299413196059,40,18.512689168278555,2
female,161.7114993436638,78.30349691836471,29,29.943278513533162,3
female,163.68792700816388,49.79994567061034,48,18.586412502859005,2
male,190.48861459493014,77.24125176833516,26,21.286842990300748,2
female,161.67091662253995,71.13723977010372,38,27.2165585188326,3
female,167.69695499826858,57.42804865591605,27,20.42084486017057,2
female,169.42783651248146,77.69232147119394,52,27.065033444219136,3
male,192.52453524005057,93.01181763988183,39,25.093772948472626,3
male,183.56919441959735,80.59725363149197,55,23.91776746709488,2
male,191.47977597229462,87.89911174037663,63,23.973898647749085,2
female,162.83148419242755,63.52047245138543,45,23.95724955095154,2
female,169.53751517592775,64.50290825317408,53,22.441282296347584,2
male,200.7340359090743,91.86857911012257,48,22.79948128384376,2
female,164.43044814610866,66.01504938116119,66,24.41622236936987,2
male,191.68925354441745,99.19035611367264,64,26.99441480180916,3
female,158.87846383682248,84.09499069659972,25,33.31501880341485,4
female,160.86558039450816,68.32455174619207,49,26.402833116289752,3
male,186.55854670057568,88.22504660289904,52,25.349044663516402,3
female,161.74772120398455,60.80872038567954,21,23.242857679609457,2
male,194.31039804839799,93.00701947545576,28,24.633359455991634,2
male,184.85359275665726,90.70486086079691,47,26.544513483442497,3
female,167.01660961506522,76.65632948117432,34,27.48075709663837,3
male,200.0195674728183,99.55600479257298,27,24.88413176422958,2
female,165.87873572200772,73.99992232545216,28,26.893655078809058,3
male,182.7943994427255,77.40326982247447,53,23.165065712749445,2
female,165.38287037330264,61.155454403858,27,22.35909117877377,2
male,189.6485676807078,99.83743910203707,23,27.75839161185445,3
female,166.82614057790875,75.39742992666939,21,27.091205883513016,3
male,189.17352031106245,78.69750704995563,46,21.99076227918329,2
female,162.48157625185632,68.38680395890582,51,25.9038347231297,3
male,192.36938690423185,79.5491277000441,56,21.496289386719447,2
female,160.13554745851025,68.77824610353379,19,26.82103908870147,3
female,163.2983903368271,72.435700194899,36,27.163695589091514,3
female,166.64714537870705,73.55848766710797,48,26.487259981935097,3
male,191.00134138915266,84.31713792235709,37,23.112292321951337,2
female,165.406411343805,74.12765462992694,19,27.094153118981026,3
female,170.36237228545522,58.71319286996663,61,20.22964866791682,2
female,159.24256687589718,74.57393108639697,28,29.40821725558551,3
female,166.33355432038894,69.8099185049353,30,25.232332283134394,3
female,170.00753620891368,70.13413021936809,60,24.265713650857062,2
female,166.28531585485965,75.88708640757008,69,27.44480058535761,3
female,168.29313300099733,66.40180615847696,30,23.444830733959577,2
male,167.8070198488536,82.00450588800808,51,29.121749835645808,3
female,175.69116182130585,76.91221926383649,62,24.916986295753425,2
female,168.0837105545491,72.39584363939936,62,25.624911828013417,3
female,172.14176664675645,91.09329689175411,58,30.740711077193225,4
female,164.92806964331555,83.97842209076207,31,30.872980483229288,4
male,196.26635254019413,81.78840961294297,68,21.232447569098422,2
male,185.3255431047178,88.27072374877845,19,25.70076937061857,3
female,160.31230623462463,73.05276786608222,55,28.42516220650984,3
male,186.16259791283258,78.85856468752816,40,22.754327592716255,2
male,190.62060313673007,71.27920812730386,30,19.616575205090683,2
female,161.95465963427785,72.21437151476022,55,27.531935312684105,3
female,152.12316426986584,59.30971894529429,57,25.62920678237344,3
female,164.12110095894127,60.38886448938755,64,22.419608279007115,2
female,162.70304616353835,66.74502112136035,69,25.213173182621503,3
female,165.88385642987882,62.37511660034398,39,22.667473887366633,2
male,189.55103157384906,76.83845010971956,30,21.38583893483226,2
male,178.49767832192083,77.6226329531516,49,24.362577095341457,2
female,161.50526073199845,70.39538106346961,60,26.988007224160427,3
male,174.3323813667252,71.79922812262699,56,23.624555728274036,2
male,186.25278301202638,79.44726911986828,54,22.902001146858098,2
male,185.4453812084213,101.76454961914663,18,29.591329151444288,3
female,157.28750615517302,69.45787190270163,29,28.075856872107703,3
male,193.60107183841123,96.18549944255327,46,25.66221207172217,3
male,189.36626702387088,89.60824865403865,49,24.988647647616816,2
male,193.4400061690414,87.33865101009248,57,23.340700450216072,2
male,185.23263839767583,85.00755507454596,46,24.77550411848686,2
female,170.29165520906506,62.22800125222363,24,21.458488030024508,2
male,185.816326217216,79.3112302480263,65,22.970314838429786,2
male,189.73700548514364,90.85021332287798,39,25.236078360601343,3
female,169.5858354741174,66.39283936858573,28,23.08564917348031,2
male,177.37802226620838,76.36020150923922,59,24.26986995335494,2
female,172.68306101805248,76.26682678257004,26,25.576210653642203,3
